Bundesland,Kreis,Liga,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Team9,Team10,Team11,Team12,Team13,Team14,Team15,Team16
NRW,Solingen,Kreisliga A Solingen,Solingen 1,Solingen 2,Solingen 3,Solingen_4,Solingen_5,Solingen_6,Solingen_7,Solingen_8,Solingen_9,Solingen_10,Solingen_11,Solingen_12,Solingen_13,Solingen_14,Solingen_15,Solingen_16
NRW,Remscheid,Kreisliga A Remscheid,Remscheid 1,Remscheid 2,Remscheid 3,Remscheid_4,Remscheid_5,Remscheid_6,Remscheid_7,Remscheid_8,Remscheid_9,Remscheid_10,Remscheid_11,Remscheid_12,Remscheid_13,Remscheid_14,Remscheid_15,Remscheid_16
NRW,Köln,Kreisliga A Köln,Köln 1,Köln 2,Köln 3,Köln_4,Köln_5,Köln_6,Köln_7,Köln_8,Köln_9,Köln_10,Köln_11,Köln_12,Köln_13,Köln_14,Köln_15,Köln_16
NRW,Köln,Kreisliga A Köln 2,Köln 1,Köln 2,Köln 3,Köln_4,Köln_5,Köln_6,Köln_7,Köln_8,Köln_9,Köln_10,Köln_11,Köln_12,Köln_13,Köln_14,Köln_15,Köln_16
NRW,Leverkusen,Kreisliga A Leverkusen,Leverkusen 1,Leverkusen 2,Leverkusen 3,Leverkusen_4,Leverkusen_5,Leverkusen_6,Leverkusen_7,Leverkusen_8,Leverkusen_9,Leverkusen_10,Leverkusen_11,Leverkusen_12,Leverkusen_13,Leverkusen_14,Leverkusen_15,Leverkusen_16
NRW,Rhein-Erft,Kreisliga A Rhein-Erft,Rhein-Erft 1,Rhein-Erft 2,Rhein-Erft 3,Rhein-Erft_4,Rhein-Erft_5,Rhein-Erft_6,Rhein-Erft_7,Rhein-Erft_8,Rhein-Erft_9,Rhein-Erft_10,Rhein-Erft_11,Rhein-Erft_12,Rhein-Erft_13,Rhein-Erft_14,Rhein-Erft_15,Rhein-Erft_16
NRW,Rhein-Erft,Kreisliga A Rhein-Erft 2,Rhein-Erft 1,Rhein-Erft 2,Rhein-Erft 3,Rhein-Erft_4,Rhein-Erft_5,Rhein-Erft_6,Rhein-Erft_7,Rhein-Erft_8,Rhein-Erft_9,Rhein-Erft_10,Rhein-Erft_11,Rhein-Erft_12,Rhein-Erft_13,Rhein-Erft_14,Rhein-Erft_15,Rhein-Erft_16
NRW,Bonn,Kreisliga A Bonn,Bonn 1,Bonn 2,Bonn 3,Bonn_4,Bonn_5,Bonn_6,Bonn_7,Bonn_8,Bonn_9,Bonn_10,Bonn_11,Bonn_12,Bonn_13,Bonn_14,Bonn_15,Bonn_16
NRW,Rhein-Sieg,Kreisliga A Rhein-Sieg,Rhein-Sieg 1,Rhein-Sieg 2,Rhein-Sieg 3,Rhein-Sieg_4,Rhein-Sieg_5,Rhein-Sieg_6,Rhein-Sieg_7,Rhein-Sieg_8,Rhein-Sieg_9,Rhein-Sieg_10,Rhein-Sieg_11,Rhein-Sieg_12,Rhein-Sieg_13,Rhein-Sieg_14,Rhein-Sieg_15,Rhein-Sieg_16
NRW,Aachen,Kreisliga A Aachen,Aachen 1,Aachen 2,Aachen 3,Aachen_4,Aachen_5,Aachen_6,Aachen_7,Aachen_8,Aachen_9,Aachen_10,Aachen_11,Aachen_12,Aachen_13,Aachen_14,Aachen_15,Aachen_16
NRW,Düren,Kreisliga A Düren,Düren 1,Düren 2,Düren 3,Düren_4,Düren_5,Düren_6,Düren_7,Düren_8,Düren_9,Düren_10,Düren_11,Düren_12,Düren_13,Düren_14,Düren_15,Düren_16
NRW,Euskirchen,Kreisliga A Euskirchen,Euskirchen 1,Euskirchen 2,Euskirchen 3,Euskirchen_4,Euskirchen_5,Euskirchen_6,Euskirchen_7,Euskirchen_8,Euskirchen_9,Euskirchen_10,Euskirchen_11,Euskirchen_12,Euskirchen_13,Euskirchen_14,Euskirchen_15,Euskirchen_16
NRW,Heinsberg,Kreisliga A Heinsberg,Heinsberg 1,Heinsberg 2,Heinsberg 3,Heinsberg_4,Heinsberg_5,Heinsberg_6,Heinsberg_7,Heinsberg_8,Heinsberg_9,Heinsberg_10,Heinsberg_11,Heinsberg_12,Heinsberg_13,Heinsberg_14,Heinsberg_15,Heinsberg_16
NRW,Heinsberg,Kreisliga A Heinsberg 2,Heinsberg 1,Heinsberg 2,Heinsberg 3,Heinsberg_4,Heinsberg_5,Heinsberg_6,Heinsberg_7,Heinsberg_8,Heinsberg_9,Heinsberg_10,Heinsberg_11,Heinsberg_12,Heinsberg_13,Heinsberg_14,Heinsberg_15,Heinsberg_16
